name,number,dob,age,country,height,foot,contract,signed_from,signing_fee,position,market_value,season,team
Mats Heitmann,36,2006-02-11,20,Deutschland,195.0,,,SV Werder Bremen II,,Innenverteidiger,125000.0,2026,sv-werder-bremen
Felix Agu,27,1999-09-27,26,Nigeria,180.0,rechts,30.06.2027,VfL Osnabrück,,Linker Verteidiger,4500000.0,2026,sv-werder-bremen
Olivier Deman,2,2000-04-06,26,Belgien,181.0,links,30.06.2028,Cercle Brügge,4000000.0,Linker Verteidiger,3500000.0,2026,sv-werder-bremen
Mitchell Weiser,8,1994-04-21,32,Deutschland,177.0,rechts,30.06.2027,Bayer 04 Leverkusen,,Rechter Verteidiger,3000000.0,2026,sv-werder-bremen
Luca Höcker,35,2007-06-01,19,Deutschland,180.0,rechts,30.06.2029,SV Werder Bremen II,,Rechter Verteidiger,125000.0,2026,sv-werder-bremen
Senne Lynen,14,1999-02-19,27,Belgien,185.0,rechts,,Union Saint-Gilloise,2500000.0,Defensives Mittelfeld,8000000.0,2026,sv-werder-bremen
Skelly Alvero,28,2002-05-04,24,Frankreich,202.0,rechts,30.06.2028,Olympique Lyon,4750000.0,Defensives Mittelfeld,2000000.0,2026,sv-werder-bremen
Dariusz Stalmach,23,2005-12-08,20,Polen,182.0,rechts,,1.FC Magdeburg,,Defensives Mittelfeld,1500000.0,2026,sv-werder-bremen
Jens Stage,6,1996-11-08,29,Dänemark,187.0,rechts,30.06.2028,FC Kopenhagen,4000000.0,Zentrales Mittelfeld,14000000.0,2026,sv-werder-bremen
Romano Schmid,10,2000-01-27,26,Österreich,168.0,rechts,30.06.2027,FC Red Bull Salzburg,1000000.0,Offensives Mittelfeld,15000000.0,2026,sv-werder-bremen
Chuki,20,2004-04-29,22,Spanien,176.0,links,30.06.2030,Real Valladolid,,Offensives Mittelfeld,8000000.0,2026,sv-werder-bremen
Patrice Covic,24,2007-06-25,19,Kroatien,182.0,rechts,,SV Werder Bremen U19,,Offensives Mittelfeld,4000000.0,2026,sv-werder-bremen
Darwin Soylu,34,2007-03-23,19,Türkei,,links,,VfL Wolfsburg U19,,Offensives Mittelfeld,,2026,sv-werder-bremen
Samuel Mbangula,7,2004-01-16,22,Belgien,179.0,rechts,30.06.2030,Juventus Turin,10000000.0,Linksaußen,8000000.0,2026,sv-werder-bremen
Marco Grüll,17,1998-07-06,28,Österreich,181.0,beidfüßig,,SK Rapid Wien,,Linksaußen,4000000.0,2026,sv-werder-bremen
Justin Njinmah,11,2000-11-15,25,Deutschland,185.0,rechts,,SV Werder Bremen II,,Rechtsaußen,5000000.0,2026,sv-werder-bremen
Paul Erevbenagie,38,2007-08-19,18,Deutschland,,,,SV Werder Bremen II,,Rechtsaußen,125000.0,2026,sv-werder-bremen
Keke Topp,9,2004-03-25,22,Deutschland,192.0,rechts,30.06.2028,FC Schalke 04,2000000.0,Mittelstürmer,3000000.0,2026,sv-werder-bremen
Kenny Quetant,19,2006-07-17,20,Frankreich,189.0,rechts,30.06.2030,Le Havre AC,,Mittelstürmer,3000000.0,2026,sv-werder-bremen
Salim Musah,29,2006-02-22,20,Deutschland,198.0,rechts,,SV Werder Bremen U19,,Mittelstürmer,2000000.0,2026,sv-werder-bremen
Cedric Itten,26,1996-12-27,29,Schweiz,190.0,rechts,30.06.2029,Fortuna Düsseldorf,,Mittelstürmer,1800000.0,2026,sv-werder-bremen
Dawid Kownacki,21,1997-03-14,29,Polen,186.0,rechts,30.06.2027,Fortuna Düsseldorf,,Mittelstürmer,1500000.0,2026,sv-werder-bremen
Moritz Nicolas,1,1997-10-21,28,Deutschland,193.0,rechts,30.06.2029,Borussia Mönchengladbach II,,Torwart,8000000.0,2026,borussia-monchengladbach
Jan Olschowsky,23,2001-11-18,24,Deutschland,184.0,rechts,30.06.2027,Borussia Mönchengladbach II,,Torwart,450000.0,2026,borussia-monchengladbach
Daniel Batz,33,1991-01-12,35,Deutschland,191.0,beidfüßig,30.06.2029,1.FSV Mainz 05,,Torwart,350000.0,2026,borussia-monchengladbach
Tobias Sippel,21,1988-03-22,38,Deutschland,183.0,rechts,30.06.2027,1.FC Kaiserslautern,,Torwart,300000.0,2026,borussia-monchengladbach
Nico Elvedi,30,1996-09-30,29,Schweiz,189.0,rechts,30.06.2027,FC Zürich,4000000.0,Innenverteidiger,8000000.0,2026,borussia-monchengladbach
Kevin Diks,4,1996-10-06,29,Indonesien,186.0,rechts,30.06.2030,FC Kopenhagen,,Innenverteidiger,5000000.0,2026,borussia-monchengladbach
Fabio Chiarodia,2,2005-06-05,21,Italien,186.0,links,30.06.2028,SV Werder Bremen,2000000.0,Innenverteidiger,3000000.0,2026,borussia-monchengladbach
Jan Leszczyński,5,2007-04-12,19,Polen,191.0,beidfüßig,30.06.2030,Legia Warschau,3000000.0,Innenverteidiger,600000.0,2026,borussia-monchengladbach
Lukas Ullrich,26,2004-03-16,22,Deutschland,180.0,links,30.06.2029,Hertha BSC II,,Linker Verteidiger,6000000.0,2026,borussia-monchengladbach
David Herold,20,2003-02-20,23,Deutschland,185.0,links,30.06.2030,Karlsruher SC,3500000.0,Linker Verteidiger,4000000.0,2026,borussia-monchengladbach
Joe Scally,29,2002-12-31,23,Vereinigte Staaten,184.0,rechts,30.06.2027,New York City FC,1800000.0,Rechter Verteidiger,7000000.0,2026,borussia-monchengladbach
Yukhym Konoplya,22,1999-08-26,26,Ukraine,180.0,rechts,30.06.2029,Shakhtar Donetsk,,Rechter Verteidiger,5000000.0,2026,borussia-monchengladbach
Daiki Hashioka,14,1999-05-17,27,Japan,184.0,rechts,30.06.2027,SK Slavia Prag,,Rechter Verteidiger,1500000.0,2026,borussia-monchengladbach
Philipp Sander,16,1998-02-21,28,Deutschland,186.0,beidfüßig,30.06.2028,Holstein Kiel,1000000.0,Defensives Mittelfeld,4000000.0,2026,borussia-monchengladbach
Zento Uno,47,2003-11-20,22,Japan,176.0,rechts,30.06.2030,Shimizu S-Pulse,500000.0,Defensives Mittelfeld,1000000.0,2026,borussia-monchengladbach
Jens Castrop,17,2003-07-29,23,Südkorea,178.0,rechts,30.06.2029,1.FC Nürnberg,4500000.0,Zentrales Mittelfeld,10000000.0,2026,borussia-monchengladbach
Enzo Leopold,8,2000-07-23,26,Deutschland,174.0,rechts,30.06.2030,Hannover 96,,Zentrales Mittelfeld,4000000.0,2026,borussia-monchengladbach
Florian Neuhaus,10,1997-03-16,29,Deutschland,185.0,rechts,30.06.2027,TSV 1860 München,,Zentrales Mittelfeld,2500000.0,2026,borussia-monchengladbach
Wael Mohya,36,2008-12-31,17,Deutschland,179.0,beidfüßig,,Borussia Mönchengladbach U19,,Offensives Mittelfeld,17000000.0,2026,borussia-monchengladbach
Giovanni Reyna,13,2002-11-13,23,Vereinigte Staaten,187.0,rechts,30.06.2028,Borussia Dortmund,4000000.0,Offensives Mittelfeld,4000000.0,2026,borussia-monchengladbach
Kevin Stöger,7,1993-08-27,32,Österreich,175.0,links,30.06.2027,VfL Bochum,,Offensives Mittelfeld,1800000.0,2026,borussia-monchengladbach
Robin Hack,25,1998-08-27,27,Deutschland,178.0,rechts,30.06.2029,Arminia Bielefeld,1100000.0,Linksaußen,7000000.0,2026,borussia-monchengladbach
Hugo Bolin,38,2003-07-24,23,Schweden,179.0,rechts,30.06.2030,Malmö FF,2000000.0,Linksaußen,6000000.0,2026,borussia-monchengladbach
Franck Honorat,9,1996-08-11,29,Frankreich,180.0,rechts,30.06.2029,Stade Brest 29,8000000.0,Rechtsaußen,7000000.0,2026,borussia-monchengladbach
Nathan Ngoumou,19,2000-03-14,26,Kamerun,185.0,rechts,30.06.2027,FC Toulouse,8000000.0,Rechtsaußen,3500000.0,2026,borussia-monchengladbach
Tim Kleindienst,11,1995-08-31,30,Deutschland,194.0,beidfüßig,30.06.2029,1.FC Heidenheim 1846,7000000.0,Mittelstürmer,8000000.0,2026,borussia-monchengladbach
Isac Lidberg,3,1998-09-08,27,Schweden,187.0,rechts,30.06.2030,SV Darmstadt 98,3500000.0,Mittelstürmer,5000000.0,2026,borussia-monchengladbach
Shuto Machino,18,1999-09-30,26,Japan,185.0,rechts,30.06.2029,Holstein Kiel,8000000.0,Mittelstürmer,4000000.0,2026,borussia-monchengladbach
Tomas Cvancara,31,2000-08-13,25,Tschechien,190.0,rechts,30.06.2028,AC Sparta Prag,10500000.0,Mittelstürmer,2000000.0,2026,borussia-monchengladbach
Marvin Schwäbe,1,1995-04-25,31,Deutschland,190.0,rechts,30.06.2027,Bröndby IF,,Torwart,3000000.0,2026,1-fc-koln
Ron-Robert Zieler,20,1989-02-12,37,Deutschland,188.0,rechts,30.06.2027,Hannover 96,200000.0,Torwart,500000.0,2026,1-fc-koln
Matthias Köbbing,44,1997-05-28,29,Deutschland,196.0,beidfüßig,30.06.2027,1.FC Köln II,,Torwart,100000.0,2026,1-fc-koln
Martin James,21,2008-02-14,18,Frankreich,186.0,,30.06.2029,Paris Saint-Germain Espoirs,,Torwart,,2026,1-fc-koln
Jahmai Simpson-Pusey,22,2005-11-04,20,England,187.0,rechts,30.06.2030,Manchester City U21,6000000.0,Innenverteidiger,9000000.0,2026,1-fc-koln
Rav van den Berg,33,2004-07-07,22,Niederlande,191.0,rechts,30.06.2030,FC Middlesbrough,8000000.0,Innenverteidiger,7000000.0,2026,1-fc-koln
Joël Schmied,2,1998-09-23,27,Schweiz,188.0,rechts,30.06.2029,FC Sion,2500000.0,Innenverteidiger,3000000.0,2026,1-fc-koln
Julian Pauli,3,2005-07-18,21,Deutschland,190.0,rechts,30.06.2028,1.FC Köln U19,,Innenverteidiger,2500000.0,2026,1-fc-koln
Luka Lochoshvili,24,1998-05-29,28,Georgien,192.0,links,30.06.2029,1.FC Nürnberg,4900000.0,Innenverteidiger,2500000.0,2026,1-fc-koln
Timo Hübers,4,1996-07-20,30,Deutschland,190.0,rechts,30.06.2027,Hannover 96,,Innenverteidiger,1500000.0,2026,1-fc-koln
Elias Bakatukanda,,2004-04-13,22,DR Kongo,195.0,beidfüßig,30.06.2028,1.FC Köln U19,,Innenverteidiger,300000.0,2026,1-fc-koln
Gideon Mensah,14,1998-07-18,28,Ghana,178.0,links,30.06.2028,AJ Auxerre,,Linker Verteidiger,4000000.0,2026,1-fc-koln
Sebastian Sebulonsen,28,2000-01-27,26,Norwegen,187.0,rechts,30.06.2028,Bröndby IF,2500000.0,Rechter Verteidiger,5500000.0,2026,1-fc-koln
Tom Krauß,5,2001-06-22,25,Deutschland,182.0,rechts,30.06.2029,1.FSV Mainz 05,3500000.0,Defensives Mittelfeld,4500000.0,2026,1-fc-koln
Paul Okon-Engstler,23,2005-01-24,21,Australien,185.0,links,30.06.2030,Sydney FC,1000000.0,Defensives Mittelfeld,1200000.0,2026,1-fc-koln
Ísak Jóhannesson,8,2003-03-23,23,Island,184.0,links,30.06.2030,Fortuna Düsseldorf,5500000.0,Zentrales Mittelfeld,8000000.0,2026,1-fc-koln
Alessio Castro-Montes,17,1997-05-17,29,Belgien,175.0,rechts,30.06.2028,Union Saint-Gilloise,2000000.0,Rechtes Mittelfeld,2500000.0,2026,1-fc-koln
Said El Mala,13,2006-08-26,19,Deutschland,187.0,beidfüßig,30.06.2030,FC Viktoria Köln,2230000.0,Linksaußen,45000000.0,2026,1-fc-koln
Linton Maina,37,1999-06-23,27,Deutschland,180.0,rechts,,Hannover 96,,Linksaußen,3000000.0,2026,1-fc-koln
Marius Bülter,30,1993-03-29,33,Deutschland,188.0,rechts,30.06.2027,TSG 1899 Hoffenheim,1000000.0,Linksaußen,1800000.0,2026,1-fc-koln
Reigan Heskey,11,2008-01-19,18,England,184.0,rechts,30.06.2031,Manchester City U21,2000000.0,Linksaußen,,2026,1-fc-koln
Jan Thielmann,29,2002-05-26,24,Deutschland,178.0,rechts,30.06.2028,1.FC Köln U19,,Rechtsaußen,5000000.0,2026,1-fc-koln
Youssoupha Niang,38,2006-03-25,20,Deutschland,185.0,rechts,30.06.2027,1.FC Köln II,,Rechtsaußen,2000000.0,2026,1-fc-koln
Ragnar Ache,9,1998-07-28,28,Deutschland,183.0,rechts,30.06.2029,1.FC Kaiserslautern,4500000.0,Mittelstürmer,9000000.0,2026,1-fc-koln
Luca Waldschmidt,7,1996-05-19,30,Deutschland,181.0,links,30.06.2027,VfL Wolfsburg,,Mittelstürmer,2000000.0,2026,1-fc-koln
Imad Rondic,,1999-02-16,27,Bosnien-Herzegowina,190.0,links,30.06.2029,Widzew Lodz,1500000.0,Mittelstürmer,750000.0,2026,1-fc-koln
Malek El Mala,19,2005-04-02,21,Deutschland,194.0,rechts,30.06.2030,FC Viktoria Köln,125000.0,Mittelstürmer,250000.0,2026,1-fc-koln
Frederik Rönnow,1,1992-08-04,33,Dänemark,188.0,rechts,,Eintracht Frankfurt,1000000.0,Torwart,2000000.0,2026,1-fc-union-berlin
Matheo Raab,31,1998-12-18,27,Deutschland,186.0,rechts,,Hamburger SV,400000.0,Torwart,600000.0,2026,1-fc-union-berlin
Carl Klaus,25,1994-01-16,32,Deutschland,189.0,rechts,,1.FC Nürnberg,,Torwart,350000.0,2026,1-fc-union-berlin
Leopold Querfeld,14,2003-12-20,22,Österreich,190.0,rechts,,SK Rapid Wien,3000000.0,Innenverteidiger,20000000.0,2026,1-fc-union-berlin
Zeno Van Den Bosch,4,2003-07-06,23,Belgien,191.0,rechts,,Royal Antwerpen FC,,Innenverteidiger,6000000.0,2026,1-fc-union-berlin
Stanley Nsoki,34,1999-04-09,27,Frankreich,184.0,links,,TSG 1899 Hoffenheim,1500000.0,Innenverteidiger,2000000.0,2026,1-fc-union-berlin
Marvin Friedrich,5,1995-12-13,30,Deutschland,193.0,rechts,,Borussia Mönchengladbach,,Innenverteidiger,1800000.0,2026,1-fc-union-berlin
Oluwaseun Ogbemudia,41,2006-07-18,20,Deutschland,188.0,rechts,30.06.2029,1.FC Union Berlin U19,,Innenverteidiger,800000.0,2026,1-fc-union-berlin
Tom Rothe,15,2004-10-29,21,Deutschland,193.0,links,,Borussia Dortmund,5000000.0,Linker Verteidiger,10000000.0,2026,1-fc-union-berlin
Derrick Köhn,39,1999-02-04,27,Ghana,180.0,links,30.06.2029,Galatasaray,4000000.0,Linker Verteidiger,4000000.0,2026,1-fc-union-berlin
Andrik Markgraf,3,2006-03-07,20,Deutschland,172.0,links,,1.FC Union Berlin U19,,Linker Verteidiger,300000.0,2026,1-fc-union-berlin
Josip Juranovic,18,1995-08-16,30,Kroatien,173.0,rechts,,Celtic Glasgow,8550000.0,Rechter Verteidiger,2000000.0,2026,1-fc-union-berlin
Christopher Trimmel,28,1987-02-24,39,Österreich,189.0,rechts,30.06.2027,SK Rapid Wien,,Rechter Verteidiger,600000.0,2026,1-fc-union-berlin
Aljoscha Kemlein,6,2004-08-02,22,Deutschland,188.0,rechts,30.06.2029,1.FC Union Berlin U19,,Defensives Mittelfeld,12000000.0,2026,1-fc-union-berlin
Rani Khedira,8,1994-01-27,32,Tunesien,188.0,rechts,,FC Augsburg,,Defensives Mittelfeld,2000000.0,2026,1-fc-union-berlin
Tim Blaszczak,44,2007-08-25,18,Deutschland,,,,1.FC Union Berlin U19,,Defensives Mittelfeld,,2026,1-fc-union-berlin
András Schäfer,13,1999-04-13,27,Ungarn,178.0,rechts,30.06.2027,DAC Dunajska Streda,1000000.0,Zentrales Mittelfeld,4500000.0,2026,1-fc-union-berlin
Janik Haberer,19,1994-04-02,32,Deutschland,187.0,rechts,30.06.2027,SC Freiburg,,Zentrales Mittelfeld,2000000.0,2026,1-fc-union-berlin
Robert Skov,24,1996-05-20,30,Dänemark,185.0,links,,Vereinslos,,Linkes Mittelfeld,2000000.0,2026,1-fc-union-berlin
Woo-yeong Jeong,11,1999-09-20,26,Südkorea,179.0,rechts,,VfB Stuttgart,4000000.0,Offensives Mittelfeld,3500000.0,2026,1-fc-union-berlin
Livan Burcu,9,2004-09-28,21,Türkei,180.0,rechts,,SV Sandhausen,300000.0,Linksaußen,4000000.0,2026,1-fc-union-berlin
Linus Güther,49,2010-04-08,16,Deutschland,175.0,rechts,30.06.2028,1.FC Union Berlin U19,,Linksaußen,1000000.0,2026,1-fc-union-berlin
Julien Friedrich,38,2006-11-12,19,Deutschland,176.0,links,,1.FC Union Berlin U19,,Linksaußen,125000.0,2026,1-fc-union-berlin
Ilyas Ansah,10,2004-11-08,21,Deutschland,197.0,rechts,,SC Paderborn 07,4000000.0,Mittelstürmer,12000000.0,2026,1-fc-union-berlin
Emmanuel Latte Lath,29,1999-01-01,27,Elfenbeinküste,176.0,rechts,30.06.2027,Atlanta United FC,,Mittelstürmer,10000000.0,2026,1-fc-union-berlin
Andrej Ilic,23,2000-04-03,26,Serbien,189.0,rechts,30.06.2027,LOSC Lille,5000000.0,Mittelstürmer,9000000.0,2026,1-fc-union-berlin
Oliver Burke,7,1997-04-07,29,Schottland,188.0,rechts,30.06.2029,SV Werder Bremen,,Mittelstürmer,3000000.0,2026,1-fc-union-berlin
Marin Ljubicic,27,2002-02-28,24,Kroatien,183.0,rechts,,LASK,4500000.0,Mittelstürmer,2000000.0,2026,1-fc-union-berlin
Tim Skarke,21,1996-09-07,29,Deutschland,181.0,rechts,,SV Darmstadt 98,,Mittelstürmer,1500000.0,2026,1-fc-union-berlin
Dmytro Bogdanov,30,2007-03-06,19,Ukraine,188.0,rechts,30.06.2029,SG Dynamo Dresden,600000.0,Mittelstürmer,800000.0,2026,1-fc-union-berlin
Mekhi Gray,32,2007-02-19,19,Jamaika,197.0,rechts,,1.FC Union Berlin U19,,Mittelstürmer,,2026,1-fc-union-berlin
Sander Tangvik,12,2002-11-29,23,Norwegen,193.0,rechts,30.06.2030,Rosenborg BK,2600000.0,Torwart,3000000.0,2026,hamburger-sv
Daniel Heuer Fernandes,1,1992-11-13,33,Portugal,188.0,rechts,30.06.2028,SV Darmstadt 98,1300000.0,Torwart,1200000.0,2026,hamburger-sv
Fernando Dickes,41,2007-10-13,18,Deutschland,193.0,links,30.06.2028,RB Leipzig U19,,Torwart,300000.0,2026,hamburger-sv
Nicolás Capaldo,24,1998-09-14,27,Argentinien,177.0,rechts,30.06.2028,FC Red Bull Salzburg,2100000.0,Innenverteidiger,8000000.0,2026,hamburger-sv
Warmed Omari,17,2000-04-23,26,Komoren,188.0,rechts,30.06.2030,FC Stade Rennes,2000000.0,Innenverteidiger,4000000.0,2026,hamburger-sv
Jordan Torunarigha,23,1997-08-07,28,Nigeria,191.0,links,30.06.2028,KAA Gent,,Innenverteidiger,4000000.0,2026,hamburger-sv
Daniel Elfadli,8,1997-04-06,29,Libyen,188.0,rechts,30.06.2028,1.FC Magdeburg,800000.0,Innenverteidiger,3000000.0,2026,hamburger-sv
Shafiq Nandja,43,2007-01-15,19,Deutschland,195.0,rechts,,Hamburger SV II,,Innenverteidiger,500000.0,2026,hamburger-sv
Joel Agyekum,39,2005-03-08,21,Deutschland,190.0,links,,Hamburger SV II,,Innenverteidiger,150000.0,2026,hamburger-sv
Miro Muheim,28,1998-03-24,28,Schweiz,182.0,links,30.06.2027,FC St. Gallen 1879,1500000.0,Linker Verteidiger,5000000.0,2026,hamburger-sv
Louis Lemke,37,2009-10-08,16,Deutschland,,links,30.06.2028,,,Linker Verteidiger,300000.0,2026,hamburger-sv
Nicolai Remberg,21,2000-06-19,26,Deutschland,188.0,rechts,30.06.2028,Holstein Kiel,2400000.0,Defensives Mittelfeld,9000000.0,2026,hamburger-sv
Kofi Amoako,22,2005-05-06,21,Deutschland,186.0,rechts,,SG Dynamo Dresden,1800000.0,Defensives Mittelfeld,4000000.0,2026,hamburger-sv
Albert Sambi Lokonga,6,1999-10-22,26,Belgien,183.0,rechts,30.06.2028,FC Arsenal,300000.0,Zentrales Mittelfeld,12000000.0,2026,hamburger-sv
Bilal Nadir,4,2003-11-28,22,Marokko,186.0,links,30.06.2029,Olympique Marseille,,Zentrales Mittelfeld,8000000.0,2026,hamburger-sv
Martin Adeline,5,2003-12-02,22,Frankreich,180.0,rechts,30.06.2030,ESTAC Troyes,4000000.0,Offensives Mittelfeld,10000000.0,2026,hamburger-sv
Albert Grønbaek,11,2001-05-23,25,Dänemark,181.0,rechts,30.06.2030,FC Stade Rennes,4700000.0,Offensives Mittelfeld,5000000.0,2026,hamburger-sv
Immanuel Pherai,10,2001-04-25,25,Suriname,175.0,rechts,30.06.2027,Eintracht Braunschweig,750000.0,Offensives Mittelfeld,1500000.0,2026,hamburger-sv
Mads Bröcker,47,2008-06-03,18,Deutschland,185.0,,30.06.2030,RB Leipzig U19,,Offensives Mittelfeld,,2026,hamburger-sv
Alexander Røssing-Lelesiit,38,2007-01-20,19,Norwegen,184.0,rechts,30.06.2030,Lillestrøm SK,2800000.0,Linksaußen,5000000.0,2026,hamburger-sv
Fábio Baldé,45,2005-07-20,21,Portugal,182.0,rechts,30.06.2029,Hamburger SV U19,,Linksaußen,5000000.0,2026,hamburger-sv
Jean-Luc Dompé,7,1995-08-12,30,Frankreich,170.0,rechts,30.06.2027,Zulte Waregem,1100000.0,Linksaußen,2500000.0,2026,hamburger-sv
Finn Barkowsky,,2008-02-12,18,Deutschland,,rechts,,Hamburger SV U19,,Linksaußen,,2026,hamburger-sv
Rayan Philippe,14,2000-10-23,25,Frankreich,182.0,links,30.06.2029,Eintracht Braunschweig,3000000.0,Rechtsaußen,4000000.0,2026,hamburger-sv
Emir Sahiti,29,1998-11-29,27,Kosovo,184.0,rechts,30.06.2027,HNK Hajduk Split,1200000.0,Rechtsaußen,1700000.0,2026,hamburger-sv
Bakery Jatta,18,1998-06-06,28,Gambia,184.0,rechts,30.06.2029,Vereinslos,,Rechtsaußen,1000000.0,2026,hamburger-sv
Otto Stange,19,2007-02-09,19,Deutschland,187.0,rechts,30.06.2028,Hamburger SV II,,Mittelstürmer,4000000.0,2026,hamburger-sv
Patson Daka,27,1998-10-09,27,Sambia,183.0,rechts,30.06.2027,Leicester City,,Mittelstürmer,3000000.0,2026,hamburger-sv
Yussuf Poulsen,15,1994-06-15,32,Dänemark,192.0,rechts,30.06.2027,RB Leipzig,1000000.0,Mittelstürmer,1000000.0,2026,hamburger-sv
Loris Karius,1,1993-06-22,33,Deutschland,191.0,rechts,30.06.2028,Vereinslos,,Torwart,800000.0,2026,fc-schalke-04
Kevin Müller,22,1991-03-15,35,Deutschland,190.0,rechts,,1.FC Heidenheim 1846,50000.0,Torwart,300000.0,2026,fc-schalke-04
Johannes Siebeking,36,2006-03-02,20,Deutschland,195.0,links,30.06.2029,FC Schalke 04 U19,,Torwart,125000.0,2026,fc-schalke-04
Mertcan Ayhan,43,2006-09-08,19,Türkei,190.0,rechts,30.06.2030,FC Schalke 04 U19,,Innenverteidiger,8000000.0,2026,fc-schalke-04
Maximilian Wöber,39,1998-02-04,28,Österreich,188.0,links,30.06.2027,Leeds United,,Innenverteidiger,3000000.0,2026,fc-schalke-04
Hasan Kuruçay,4,1997-08-31,28,Türkei,188.0,rechts,30.06.2027,Oud-Heverlee Leuven,,Innenverteidiger,2000000.0,2026,fc-schalke-04
Nikola Katic,25,1996-10-10,29,Bosnien-Herzegowina,194.0,rechts,30.06.2028,FC Zürich,450000.0,Innenverteidiger,1800000.0,2026,fc-schalke-04
Timo Becker,5,1997-03-25,29,Deutschland,190.0,rechts,30.06.2029,Holstein Kiel,,Innenverteidiger,1500000.0,2026,fc-schalke-04
Dylan Leonard,3,2007-08-30,18,Australien,187.0,rechts,30.06.2030,Vereinslos,,Innenverteidiger,400000.0,2026,fc-schalke-04
Robin Gosens,8,1994-07-05,32,Deutschland,183.0,links,30.06.2027,AC Florenz,,Linker Verteidiger,4000000.0,2026,fc-schalke-04
Vitalie Becker,33,2005-03-03,21,Deutschland,179.0,links,30.06.2027,FC Schalke 04 U19,,Linker Verteidiger,3000000.0,2026,fc-schalke-04
Anton Donkor,30,1997-11-11,28,Deutschland,186.0,beidfüßig,30.06.2027,Eintracht Braunschweig,,Linker Verteidiger,400000.0,2026,fc-schalke-04
Adrian Gantenbein,17,2001-04-18,25,Schweiz,183.0,rechts,30.06.2028,FC Winterthur,300000.0,Rechter Verteidiger,900000.0,2026,fc-schalke-04
Dejan Ljubicic,21,1997-10-08,28,Österreich,187.0,rechts,30.06.2028,GNK Dinamo Zagreb,750000.0,Defensives Mittelfeld,3000000.0,2026,fc-schalke-04
Ron Schallenberg,6,1998-10-06,27,Deutschland,185.0,rechts,30.06.2027,SC Paderborn 07,2000000.0,Defensives Mittelfeld,2000000.0,2026,fc-schalke-04
Satoshi Tanaka,13,2002-08-13,23,Japan,175.0,links,30.06.2030,Fortuna Düsseldorf,1000000.0,Defensives Mittelfeld,2000000.0,2026,fc-schalke-04
Max Grüger,37,2005-05-24,21,Deutschland,186.0,rechts,30.06.2028,FC Schalke 04 U19,,Defensives Mittelfeld,1200000.0,2026,fc-schalke-04
Luca Vozar,38,2007-05-06,19,Deutschland,,links,,FC Schalke 04 U19,,Defensives Mittelfeld,,2026,fc-schalke-04
Soufiane El-Faouzi,23,2002-07-13,24,Marokko,178.0,rechts,30.06.2030,Alemannia Aachen,200000.0,Zentrales Mittelfeld,9000000.0,2026,fc-schalke-04
Janik Bachmann,14,1996-05-06,30,Deutschland,196.0,rechts,30.06.2027,FC Hansa Rostock,,Zentrales Mittelfeld,500000.0,2026,fc-schalke-04
Finn Porath,27,1997-02-23,29,Deutschland,180.0,rechts,30.06.2027,Holstein Kiel,500000.0,Rechtes Mittelfeld,800000.0,2026,fc-schalke-04
Adil Aouchiche,24,2002-07-15,24,Algerien,181.0,rechts,30.06.2027,AFC Sunderland,,Offensives Mittelfeld,3500000.0,2026,fc-schalke-04
Kenan Karaman,19,1994-03-05,32,Türkei,189.0,rechts,30.06.2028,Besiktas JK,,Offensives Mittelfeld,1800000.0,2026,fc-schalke-04
Moussa Sylla,9,1999-11-25,26,Mali,180.0,rechts,30.06.2028,Pau FC,2500000.0,Mittelstürmer,5000000.0,2026,fc-schalke-04
Junior Adamu,20,2001-06-06,25,Österreich,183.0,rechts,30.06.2029,SC Freiburg,800000.0,Mittelstürmer,3000000.0,2026,fc-schalke-04
Christian Gomis,7,2000-08-09,25,Senegal,185.0,rechts,30.06.2029,FC Winterthur,1500000.0,Mittelstürmer,1200000.0,2026,fc-schalke-04
Edin Dzeko,10,1986-03-17,40,Bosnien-Herzegowina,192.0,rechts,30.06.2027,AC Florenz,,Mittelstürmer,1000000.0,2026,fc-schalke-04
Bryan Lasme,11,1998-11-14,27,Frankreich,194.0,rechts,30.06.2027,Arminia Bielefeld,,Mittelstürmer,600000.0,2026,fc-schalke-04
Emil Højlund,15,2005-01-04,21,Dänemark,192.0,rechts,30.06.2028,FC Kopenhagen,300000.0,Mittelstürmer,500000.0,2026,fc-schalke-04
Nicolas Kristof,20,1999-12-20,26,Österreich,187.0,beidfüßig,30.06.2029,FC-Astoria Walldorf,,Torwart,2500000.0,2026,sv-07-elversberg
Tim Boss,28,1993-06-28,33,Deutschland,186.0,beidfüßig,30.06.2027,1.FC Magdeburg,,Torwart,200000.0,2026,sv-07-elversberg
Frank Lehmann,1,1989-04-29,37,Deutschland,193.0,rechts,30.06.2027,VfL Osnabrück,,Torwart,100000.0,2026,sv-07-elversberg
Elias Etringer,12,2007-11-24,18,Deutschland,,,30.06.2029,SC Freiburg U19,,Torwart,,2026,sv-07-elversberg
Lukas Pinckert,19,2000-01-22,26,Deutschland,185.0,rechts,30.06.2028,FC Viktoria 1889 Berlin,,Innenverteidiger,2500000.0,2026,sv-07-elversberg
Luca Sirch,26,1999-06-14,27,Deutschland,186.0,rechts,30.06.2029,1.FC Kaiserslautern,,Innenverteidiger,2200000.0,2026,sv-07-elversberg
