,unnamed:_0,name,number,dob,age,country,height,foot,contract,signed_from,signing_fee,position,market_value,season,team
157,157,Ermedin Demirovic,9,1998-03-25,28,Bosnien-Herzegowina,185.0,rechts,2028-06-30,FC Augsburg,23000000.0,Mittelstürmer,22000000.0,2026,vfb-stuttgart
158,158,Deniz Undav,26,1996-07-19,30,Deutschland,179.0,beidfüßig,2029-06-30,Brighton & Hove Albion,26700000.0,Mittelstürmer,22000000.0,2026,vfb-stuttgart
159,159,Jovan Milosevic,19,2005-07-31,21,Serbien,190.0,rechts,2029-06-30,FK Vojvodina Novi Sad,1200000.0,Mittelstürmer,7000000.0,2026,vfb-stuttgart
160,160,Jeremy Arévalo,25,2005-03-19,21,Ecuador,182.0,links,2031-06-30,Racing Santander,7500000.0,Mittelstürmer,7000000.0,2026,vfb-stuttgart
161,161,Kauã Santos,40,2003-04-11,23,Brasilien,196.0,rechts,2030-06-30,CR Flamengo U20,1600000.0,Torwart,7000000.0,2026,eintracht-frankfurt
162,162,Michael Zetterer,23,1995-07-12,31,Deutschland,187.0,beidfüßig,2029-06-30,SV Werder Bremen,6000000.0,Torwart,4000000.0,2026,eintracht-frankfurt
163,163,Jens Grahl,33,1988-09-22,37,Deutschland,192.0,rechts,2027-06-30,VfB Stuttgart,250000.0,Torwart,200000.0,2026,eintracht-frankfurt
164,164,Amil Siljevic,39,2007-01-19,19,Bosnien-Herzegowina,192.0,rechts,2029-06-30,Eintracht Frankfurt U19,,Torwart,,2026,eintracht-frankfurt
165,165,Nnamdi Collins,34,2004-01-10,22,Deutschland,188.0,rechts,2030-06-30,Borussia Dortmund II,1000000.0,Innenverteidiger,20000000.0,2026,eintracht-frankfurt
166,166,Arthur Theate,3,2000-05-25,26,Belgien,185.0,links,2029-06-30,FC Stade Rennes,13000000.0,Innenverteidiger,17000000.0,2026,eintracht-frankfurt
167,167,Robin Koch,4,1996-07-17,30,Deutschland,192.0,rechts,2030-06-30,Leeds United,,Innenverteidiger,10000000.0,2026,eintracht-frankfurt
168,168,Otávio,5,2005-11-25,20,Brasilien,193.0,links,2031-06-30,CF Estrela Amadora,4500000.0,Innenverteidiger,1500000.0,2026,eintracht-frankfurt
169,169,Keita Kosugi,26,2006-03-18,20,Japan,172.0,links,2031-06-30,Djurgårdens IF,6500000.0,Linker Verteidiger,5000000.0,2026,eintracht-frankfurt
170,170,Niels Nkounkou,48,2000-11-01,25,Frankreich,180.0,links,2028-06-30,AS Saint-Étienne,7500000.0,Linker Verteidiger,2600000.0,2026,eintracht-frankfurt
171,171,Elias Baum,2,2005-10-26,20,Deutschland,180.0,rechts,2028-06-30,Eintracht Frankfurt II,,Rechter Verteidiger,4000000.0,2026,eintracht-frankfurt
172,172,Timothy Chandler,22,1990-03-29,36,Vereinigte Staaten,187.0,rechts,2027-06-30,1.FC Nürnberg,1000000.0,Rechter Verteidiger,350000.0,2026,eintracht-frankfurt
173,173,Raphael Onyedika,25,2001-04-19,25,Nigeria,184.0,rechts,2031-06-30,Club Brügge,9000000.0,Defensives Mittelfeld,23000000.0,2026,eintracht-frankfurt
174,174,Noël Aséko,,2005-11-22,20,Deutschland,178.0,rechts,2031-06-30,FC Bayern München,12000000.0,Defensives Mittelfeld,12000000.0,2026,eintracht-frankfurt
175,175,Ellyes Skhiri,15,1995-05-10,31,Tunesien,185.0,rechts,2027-06-30,1.FC Köln,,Defensives Mittelfeld,5000000.0,2026,eintracht-frankfurt
176,176,Hugo Larsson,16,2004-06-27,22,Schweden,187.0,rechts,2029-06-30,Malmö FF,9000000.0,Zentrales Mittelfeld,28000000.0,2026,eintracht-frankfurt
177,177,Oscar Højlund,6,2005-01-04,21,Dänemark,184.0,rechts,2029-06-30,FC Kopenhagen,1350000.0,Zentrales Mittelfeld,15000000.0,2026,eintracht-frankfurt
178,178,Junior Dina Ebimbe,43,2000-11-21,25,Kamerun,184.0,rechts,2027-06-30,Paris Saint-Germain,6500000.0,Rechtes Mittelfeld,6000000.0,2026,eintracht-frankfurt
179,179,Can Uzun,42,2005-11-11,20,Türkei,186.0,rechts,2029-06-30,1.FC Nürnberg,13000000.0,Offensives Mittelfeld,45000000.0,2026,eintracht-frankfurt
180,180,Farès Chaïbi,8,2002-11-28,23,Algerien,183.0,rechts,2028-06-30,FC Toulouse,10000000.0,Offensives Mittelfeld,15000000.0,2026,eintracht-frankfurt
181,181,Love Arrhov,31,2008-05-17,18,Schweden,178.0,rechts,2028-06-30,IF Brommapojkarna,4600000.0,Offensives Mittelfeld,5000000.0,2026,eintracht-frankfurt
182,182,Mario Götze,27,1992-06-03,34,Deutschland,176.0,rechts,2028-06-30,PSV Eindhoven,3000000.0,Offensives Mittelfeld,3000000.0,2026,eintracht-frankfurt
183,183,Jean-Mattéo Bahoya,19,2005-05-07,21,Frankreich,180.0,rechts,2029-06-30,Angers SCO,8000000.0,Linksaußen,25000000.0,2026,eintracht-frankfurt
184,184,Malik Pimpong,35,2008-01-01,18,Dänemark,190.0,rechts,2031-06-30,FC Midtjylland U19,3500000.0,Linksaußen,,2026,eintracht-frankfurt
185,185,Ritsu Doan,20,1998-06-16,28,Japan,172.0,links,2030-06-30,SC Freiburg,21000000.0,Rechtsaußen,17000000.0,2026,eintracht-frankfurt
186,186,Ansgar Knauff,7,2002-01-10,24,Deutschland,180.0,rechts,2028-06-30,Borussia Dortmund,5000000.0,Rechtsaußen,15000000.0,2026,eintracht-frankfurt
187,187,Ayoube Amaimouni-Echghouyab,29,2004-11-30,21,Marokko,179.0,links,2031-06-30,TSG 1899 Hoffenheim II,200000.0,Rechtsaußen,10000000.0,2026,eintracht-frankfurt
188,188,Jonathan Burkardt,9,2000-07-11,26,Deutschland,181.0,rechts,2030-06-30,1.FSV Mainz 05,21000000.0,Mittelstürmer,30000000.0,2026,eintracht-frankfurt
189,189,Elye Wahi,,2003-01-02,23,Elfenbeinküste,181.0,rechts,2030-06-30,Olympique Marseille,26000000.0,Mittelstürmer,18000000.0,2026,eintracht-frankfurt
190,190,Younes Ebnoutalib,11,2003-09-13,22,Deutschland,191.0,rechts,2031-06-30,SV 07 Elversberg,8000000.0,Mittelstürmer,8000000.0,2026,eintracht-frankfurt
191,191,Noel Futkeu,,2002-12-06,23,Deutschland,183.0,rechts,,SpVgg Greuther Fürth,1300000.0,Mittelstürmer,7500000.0,2026,eintracht-frankfurt
192,192,Michy Batshuayi,30,1993-10-02,32,Belgien,185.0,rechts,2027-06-30,Galatasaray,3000000.0,Mittelstürmer,2000000.0,2026,eintracht-frankfurt
193,193,Jessic Ngankam,,2000-07-20,26,Deutschland,184.0,rechts,2028-06-30,Hertha BSC,4000000.0,Mittelstürmer,700000.0,2026,eintracht-frankfurt
194,194,Oliver Baumann,1,1990-06-02,36,Deutschland,187.0,rechts,2028-06-30,SC Freiburg,5500000.0,Torwart,2500000.0,2026,tsg-1899-hoffenheim
195,195,Luca Philipp,37,2000-11-28,25,Deutschland,192.0,rechts,,TSG 1899 Hoffenheim II,,Torwart,750000.0,2026,tsg-1899-hoffenheim
196,196,Lúkas Petersson,36,2004-02-09,22,Island,195.0,rechts,,TSG 1899 Hoffenheim II,,Torwart,600000.0,2026,tsg-1899-hoffenheim
197,197,Albian Hajdari,21,2003-05-18,23,Kosovo,189.0,links,2031-06-30,FC Lugano,5000000.0,Innenverteidiger,25000000.0,2026,tsg-1899-hoffenheim
198,198,Ozan Kabak,5,2000-03-25,26,Türkei,187.0,rechts,2030-06-30,FC Schalke 04,7000000.0,Innenverteidiger,15000000.0,2026,tsg-1899-hoffenheim
199,199,Robin Hranac,2,2000-01-29,26,Tschechien,189.0,rechts,2028-06-30,FC Viktoria Pilsen,8000000.0,Innenverteidiger,10000000.0,2026,tsg-1899-hoffenheim
200,200,Koki Machida,28,1997-08-25,28,Japan,190.0,links,2029-06-30,Union Saint-Gilloise,4750000.0,Innenverteidiger,6000000.0,2026,tsg-1899-hoffenheim
201,201,Arthur Chaves,35,2001-01-29,25,Brasilien,188.0,rechts,2029-06-30,Académico Viseu FC,6000000.0,Innenverteidiger,5000000.0,2026,tsg-1899-hoffenheim
202,202,Sean Dulic,4,2005-06-05,21,Deutschland,187.0,beidfüßig,2030-06-30,TSV 1860 München,,Innenverteidiger,1200000.0,2026,tsg-1899-hoffenheim
203,203,Mats Rots,39,2006-03-11,20,Niederlande,190.0,links,2031-06-30,FC Twente Enschede,12000000.0,Linker Verteidiger,12000000.0,2026,tsg-1899-hoffenheim
204,204,Bernardo,13,1995-05-14,31,Brasilien,186.0,links,2027-06-30,VfL Bochum,,Linker Verteidiger,4000000.0,2026,tsg-1899-hoffenheim
205,205,Valentin Gendrey,15,2000-06-21,26,Frankreich,179.0,rechts,2028-06-30,US Lecce,9500000.0,Rechter Verteidiger,6000000.0,2026,tsg-1899-hoffenheim
206,206,Vladimír Coufal,34,1992-08-22,33,Tschechien,175.0,rechts,2028-06-30,West Ham United,,Rechter Verteidiger,2500000.0,2026,tsg-1899-hoffenheim
207,207,Natnael Abraha,29,2008-03-14,18,Deutschland,183.0,rechts,,TSG 1899 Hoffenheim II,,Rechter Verteidiger,400000.0,2026,tsg-1899-hoffenheim
208,208,Leon Avdullahu,7,2004-02-23,22,Kosovo,185.0,rechts,2031-06-30,FC Basel 1893,8000000.0,Defensives Mittelfeld,30000000.0,2026,tsg-1899-hoffenheim
209,209,Wouter Burger,18,2001-02-16,25,Niederlande,191.0,links,,Stoke City,4000000.0,Defensives Mittelfeld,20000000.0,2026,tsg-1899-hoffenheim
210,210,Cajetan Lenz,32,2006-06-16,20,Deutschland,190.0,,2031-06-30,VfL Bochum,10000000.0,Defensives Mittelfeld,10000000.0,2026,tsg-1899-hoffenheim
211,211,Luis Engelns,16,2007-03-11,19,Deutschland,190.0,rechts,,SC Paderborn 07,3000000.0,Defensives Mittelfeld,4000000.0,2026,tsg-1899-hoffenheim
212,212,Nathan De Cat,17,2008-07-19,18,Belgien,192.0,rechts,2031-06-30,RSC Anderlecht,18500000.0,Zentrales Mittelfeld,27000000.0,2026,tsg-1899-hoffenheim
213,213,Umut Tohumcu,25,2004-08-11,21,Deutschland,175.0,rechts,2028-06-30,TSG 1899 Hoffenheim II,,Zentrales Mittelfeld,3500000.0,2026,tsg-1899-hoffenheim
214,214,Dennis Geiger,,1998-06-10,28,Deutschland,173.0,rechts,2027-06-30,TSG 1899 Hoffenheim U19,,Zentrales Mittelfeld,1000000.0,2026,tsg-1899-hoffenheim
215,215,Alexander Prass,22,2001-05-26,25,Österreich,180.0,links,2028-06-30,SK Sturm Graz,12000000.0,Linkes Mittelfeld,9000000.0,2026,tsg-1899-hoffenheim
216,216,Bambasé Conté,20,2003-07-07,23,Deutschland,182.0,links,,TSG 1899 Hoffenheim II,,Offensives Mittelfeld,4000000.0,2026,tsg-1899-hoffenheim
217,217,Deniz Zeitler,38,2006-12-13,19,Deutschland,181.0,beidfüßig,,FC Ingolstadt 04,1000000.0,Linksaußen,4000000.0,2026,tsg-1899-hoffenheim
218,218,Patrick Wimmer,8,2001-05-30,25,Österreich,182.0,rechts,2031-06-30,VfL Wolfsburg,10000000.0,Rechtsaußen,12000000.0,2026,tsg-1899-hoffenheim
219,219,Adam Daghim,14,2005-09-28,20,Dänemark,189.0,links,,FC Red Bull Salzburg,13000000.0,Rechtsaußen,7500000.0,2026,tsg-1899-hoffenheim
220,220,Andrej Kramaric,27,1991-06-19,35,Kroatien,177.0,rechts,2028-06-30,Leicester City,11000000.0,Hängende Spitze,2500000.0,2026,tsg-1899-hoffenheim
221,221,Fisnik Asllani,11,2002-08-08,23,Kosovo,191.0,beidfüßig,2029-06-30,TSG 1899 Hoffenheim II,,Mittelstürmer,35000000.0,2026,tsg-1899-hoffenheim
222,222,Tim Lemperle,19,2002-02-05,24,Deutschland,187.0,rechts,2031-06-30,1.FC Köln,,Mittelstürmer,17000000.0,2026,tsg-1899-hoffenheim
223,223,Adam Hlozek,10,2002-07-25,24,Tschechien,188.0,rechts,2029-06-30,Bayer 04 Leverkusen,18000000.0,Mittelstürmer,10000000.0,2026,tsg-1899-hoffenheim
224,224,Alessandro Vogt,24,2005-02-03,21,Schweiz,188.0,rechts,2031-06-30,FC St. Gallen 1879,2700000.0,Mittelstürmer,8000000.0,2026,tsg-1899-hoffenheim
225,225,Max Moerstedt,9,2006-01-15,20,Deutschland,194.0,rechts,2030-06-30,TSG 1899 Hoffenheim U19,,Mittelstürmer,7000000.0,2026,tsg-1899-hoffenheim
226,226,Noah Atubolu,,2002-05-25,24,Deutschland,190.0,rechts,2027-06-30,SC Freiburg II,,Torwart,25000000.0,2026,sc-freiburg
227,227,Mio Backhaus,1,2004-04-16,22,Deutschland,194.0,rechts,,SV Werder Bremen,12000000.0,Torwart,15000000.0,2026,sc-freiburg
228,228,Florian Müller,21,1997-11-13,28,Deutschland,190.0,links,,VfB Stuttgart,1500000.0,Torwart,1200000.0,2026,sc-freiburg
229,229,Jannik Huth,24,1994-04-15,32,Deutschland,185.0,rechts,,SC Paderborn 07,,Torwart,400000.0,2026,sc-freiburg
230,230,Bruno Ogbus,43,2005-12-17,20,Schweiz,188.0,rechts,,SC Freiburg II,,Innenverteidiger,15000000.0,2026,sc-freiburg
231,231,Philipp Lienhart,3,1996-07-11,30,Österreich,189.0,rechts,,Real Madrid,2000000.0,Innenverteidiger,10000000.0,2026,sc-freiburg
232,232,Max Rosenfelder,37,2003-02-10,23,Deutschland,186.0,rechts,,SC Freiburg II,,Innenverteidiger,6000000.0,2026,sc-freiburg
233,233,Matthias Ginter,28,1994-01-19,32,Deutschland,189.0,rechts,2027-06-30,Borussia Mönchengladbach,,Innenverteidiger,5000000.0,2026,sc-freiburg
234,234,Anthony Jung,5,1991-11-03,34,Deutschland,186.0,links,2027-06-30,SV Werder Bremen,,Innenverteidiger,600000.0,2026,sc-freiburg
235,235,Berkay Yılmaz,27,2005-02-25,21,Türkei,178.0,links,,SC Freiburg II,,Linker Verteidiger,7000000.0,2026,sc-freiburg
236,236,Jordy Makengo,33,2001-08-03,25,Frankreich,191.0,links,2028-06-30,SC Freiburg II,,Linker Verteidiger,6000000.0,2026,sc-freiburg
237,237,Christian Günter,30,1993-02-28,33,Deutschland,184.0,links,,SC Freiburg U19,,Linker Verteidiger,2000000.0,2026,sc-freiburg
238,238,Philipp Treu,29,2000-12-03,25,Deutschland,173.0,rechts,,FC St. Pauli,5500000.0,Rechter Verteidiger,15000000.0,2026,sc-freiburg
239,239,Lukas Kübler,17,1992-08-30,33,Deutschland,182.0,rechts,,SV Sandhausen,,Rechter Verteidiger,1500000.0,2026,sc-freiburg
240,240,Karl Steinmann,36,2005-12-13,20,Deutschland,186.0,rechts,,SC Freiburg II,,Rechter Verteidiger,150000.0,2026,sc-freiburg
241,241,Patrick Osterhage,6,2000-02-01,26,Deutschland,186.0,links,,VfL Bochum,4800000.0,Defensives Mittelfeld,12000000.0,2026,sc-freiburg
242,242,Yannik Engelhardt,16,2001-02-07,25,Deutschland,184.0,rechts,,Como 1907,7000000.0,Defensives Mittelfeld,7000000.0,2026,sc-freiburg
243,243,Rihito Yamamoto,20,2001-12-12,24,Japan,179.0,links,,VV St. Truiden,7000000.0,Defensives Mittelfeld,7000000.0,2026,sc-freiburg
244,244,Maximilian Eggestein,8,1996-12-08,29,Deutschland,181.0,rechts,,SV Werder Bremen,5000000.0,Zentrales Mittelfeld,10000000.0,2026,sc-freiburg
245,245,Rouven Tarnutzer,39,2007-07-24,19,Schweiz,184.0,rechts,2027-06-30,SC Freiburg II,,Zentrales Mittelfeld,400000.0,2026,sc-freiburg
246,246,Derry Scherhant,7,2002-11-10,23,Deutschland,185.0,rechts,,Hertha BSC,2000000.0,Linksaußen,7500000.0,2026,sc-freiburg
247,247,Vincenzo Grifo,32,1993-04-07,33,Italien,180.0,rechts,2027-06-30,TSG 1899 Hoffenheim,7000000.0,Linksaußen,4000000.0,2026,sc-freiburg
248,248,Florent Muslija,23,1998-07-06,28,Kosovo,172.0,rechts,2028-06-30,SC Paderborn 07,1000000.0,Linksaußen,1800000.0,2026,sc-freiburg
249,249,Niklas Beste,19,1999-01-04,27,Deutschland,175.0,links,2030-06-30,Benfica Lissabon,8000000.0,Rechtsaußen,10000000.0,2026,sc-freiburg
250,250,Cyriaque Irié,22,2005-06-20,21,Burkina Faso,185.0,links,,ESTAC Troyes,8500000.0,Rechtsaußen,8000000.0,2026,sc-freiburg
251,251,Eren Dinkçi,18,2001-12-13,24,Türkei,188.0,rechts,,SV Werder Bremen,5000000.0,Rechtsaußen,6000000.0,2026,sc-freiburg
252,252,Yuito Suzuki,14,2001-10-25,24,Japan,175.0,rechts,,Bröndby IF,10000000.0,Hängende Spitze,24000000.0,2026,sc-freiburg
253,253,Igor Matanovic,31,2003-03-31,23,Kroatien,194.0,rechts,,Eintracht Frankfurt,6700000.0,Mittelstürmer,22000000.0,2026,sc-freiburg
254,254,Keisuke Goto,42,2005-06-03,21,Japan,191.0,rechts,,RSC Anderlecht,10000000.0,Mittelstürmer,10000000.0,2026,sc-freiburg
255,255,Lucas Höler,9,1994-07-10,32,Deutschland,184.0,rechts,,SV Sandhausen,2000000.0,Mittelstürmer,3000000.0,2026,sc-freiburg
256,256,Robin Zentner,27,1994-10-28,31,Deutschland,194.0,rechts,2028-06-30,1.FSV Mainz 05 II,,Torwart,2500000.0,2026,1-fsv-mainz-05
257,257,Alexander Schwolow,1,1992-06-02,34,Deutschland,190.0,rechts,,Heart of Midlothian FC,,Torwart,450000.0,2026,1-fsv-mainz-05
258,258,Maximilian Kinzig,40,2003-12-04,22,Deutschland,190.0,rechts,,1.FSV Mainz 05 II,,Torwart,150000.0,2026,1-fsv-mainz-05
259,259,Kacper Potulski,48,2007-10-19,18,Polen,195.0,rechts,2028-06-30,1.FSV Mainz 05 II,,Innenverteidiger,18000000.0,2026,1-fsv-mainz-05
260,260,Andreas Hanche-Olsen,25,1997-01-17,29,Norwegen,185.0,rechts,2028-06-30,KAA Gent,2500000.0,Innenverteidiger,3500000.0,2026,1-fsv-mainz-05
261,261,Fabio Gruber,3,2002-09-03,23,Peru,188.0,rechts,2030-06-30,1.FC Nürnberg,3500000.0,Innenverteidiger,3000000.0,2026,1-fsv-mainz-05
262,262,Dominik Kohr,31,1994-01-31,32,Deutschland,183.0,rechts,2028-06-30,Eintracht Frankfurt,1500000.0,Innenverteidiger,2000000.0,2026,1-fsv-mainz-05
263,263,Danny da Costa,21,1993-07-13,33,Deutschland,187.0,rechts,2027-06-30,Eintracht Frankfurt,,Innenverteidiger,1200000.0,2026,1-fsv-mainz-05
264,264,Stefan Bell,16,1991-08-24,34,Deutschland,192.0,rechts,2027-06-30,1.FSV Mainz 05 U19,,Innenverteidiger,600000.0,2026,1-fsv-mainz-05
265,265,Phillipp Mwene,2,1994-01-29,32,Österreich,170.0,rechts,,PSV Eindhoven,1000000.0,Linker Verteidiger,1500000.0,2026,1-fsv-mainz-05
266,266,Anthony Caci,19,1997-07-01,29,Frankreich,184.0,beidfüßig,2028-06-30,RC Straßburg Alsace,,Rechter Verteidiger,7000000.0,2026,1-fsv-mainz-05
267,267,Silvan Widmer,30,1993-03-05,33,Schweiz,183.0,rechts,,FC Basel 1893,2500000.0,Rechter Verteidiger,800000.0,2026,1-fsv-mainz-05
268,268,Kaishu Sano,6,2000-12-30,25,Japan,176.0,beidfüßig,2028-06-30,Kashima Antlers,2500000.0,Defensives Mittelfeld,50000000.0,2026,1-fsv-mainz-05
269,269,Eric Martel,5,2002-04-29,24,Deutschland,188.0,rechts,,1.FC Köln,,Defensives Mittelfeld,8000000.0,2026,1-fsv-mainz-05
270,270,Lennard Maloney,15,1999-10-08,26,Vereinigte Staaten,188.0,rechts,2028-06-30,1.FC Heidenheim 1846,500000.0,Defensives Mittelfeld,2500000.0,2026,1-fsv-mainz-05
271,271,Sota Kawasaki,24,2001-07-30,25,Japan,172.0,beidfüßig,,Kyoto Sanga,1000000.0,Defensives Mittelfeld,2000000.0,2026,1-fsv-mainz-05
272,272,Nadiem Amiri,10,1996-10-27,29,Deutschland,180.0,rechts,2028-06-30,Bayer 04 Leverkusen,1000000.0,Zentrales Mittelfeld,17000000.0,2026,1-fsv-mainz-05
273,273,Paul Nebel,8,2002-10-10,23,Deutschland,169.0,beidfüßig,2027-06-30,1.FSV Mainz 05 U19,,Offensives Mittelfeld,18000000.0,2026,1-fsv-mainz-05
274,274,Hyun-seok Hong,13,1999-06-16,27,Südkorea,177.0,links,2028-06-30,KAA Gent,4000000.0,Offensives Mittelfeld,2500000.0,2026,1-fsv-mainz-05
275,275,Jae-sung Lee,7,1992-08-10,33,Südkorea,180.0,links,,Holstein Kiel,,Offensives Mittelfeld,2000000.0,2026,1-fsv-mainz-05
276,276,Marco Richter,22,1997-11-24,28,Deutschland,176.0,rechts,2027-06-30,Hertha BSC,3000000.0,Offensives Mittelfeld,1500000.0,2026,1-fsv-mainz-05
277,277,Otto Ruoppi,20,2006-01-31,20,Finnland,180.0,rechts,2030-06-30,Kuopion Palloseura,1300000.0,Offensives Mittelfeld,1000000.0,2026,1-fsv-mainz-05
278,278,Sheraldo Becker,23,1995-02-09,31,Suriname,180.0,rechts,,CA Osasuna,500000.0,Linksaußen,1500000.0,2026,1-fsv-mainz-05
279,279,Silas,26,1998-10-06,27,DR Kongo,189.0,rechts,,VfB Stuttgart,150000.0,Rechtsaußen,2000000.0,2026,1-fsv-mainz-05
280,280,Benedict Hollerbach,17,2001-05-17,25,Deutschland,181.0,beidfüßig,2029-06-30,1.FC Union Berlin,10000000.0,Mittelstürmer,8000000.0,2026,1-fsv-mainz-05
281,281,Ransford Königsdörffer,11,2001-09-13,24,Ghana,182.0,rechts,,Hamburger SV,,Mittelstürmer,5000000.0,2026,1-fsv-mainz-05
282,282,Phillip Tietz,9,1997-07-09,29,Deutschland,190.0,rechts,2028-06-30,FC Augsburg,4000000.0,Mittelstürmer,4000000.0,2026,1-fsv-mainz-05
283,283,William Bøving,14,2003-03-01,23,Dänemark,176.0,beidfüßig,2029-06-30,SK Sturm Graz,3500000.0,Mittelstürmer,3500000.0,2026,1-fsv-mainz-05
284,284,Alynho Haidara,39,2008-07-26,18,Elfenbeinküste,190.0,,,FC Mainz 05 de Jacqueville,,Mittelstürmer,,2026,1-fsv-mainz-05
285,285,Finn Dahmen,1,1998-03-27,28,Deutschland,186.0,rechts,2027-06-30,1.FSV Mainz 05,,Torwart,12000000.0,2026,fc-augsburg
286,286,Nediljko Labrovic,22,1999-10-10,26,Kroatien,196.0,rechts,2029-06-30,HNK Rijeka,2500000.0,Torwart,2000000.0,2026,fc-augsburg
287,287,Tom Wisbereit,48,2007-11-17,18,Deutschland,195.0,,2030-06-30,1.FC Union Berlin U19,,Torwart,,2026,fc-augsburg
288,288,Chrislain Matsima,5,2002-05-15,24,Frankreich,193.0,rechts,2030-06-30,AS Monaco,5000000.0,Innenverteidiger,22000000.0,2026,fc-augsburg
289,289,Noahkai Banks,40,2006-12-01,19,Vereinigte Staaten,193.0,rechts,2029-06-30,FC Augsburg II,,Innenverteidiger,20000000.0,2026,fc-augsburg
290,290,Keven Schlotterbeck,31,1997-04-28,29,Deutschland,188.0,links,2027-06-30,SC Freiburg,2500000.0,Innenverteidiger,6000000.0,2026,fc-augsburg
291,291,Calvin Brackelmann,2,1999-08-22,26,Deutschland,196.0,links,2030-06-30,SC Paderborn 07,,Innenverteidiger,3000000.0,2026,fc-augsburg
292,292,Jeffrey Gouweleeuw,6,1991-07-10,35,Niederlande,188.0,rechts,2027-06-30,AZ Alkmaar,3000000.0,Innenverteidiger,1000000.0,2026,fc-augsburg
293,293,Hennes Behrens,16,2005-01-19,21,Deutschland,175.0,rechts,2031-06-30,TSG 1899 Hoffenheim,3500000.0,Linker Verteidiger,5000000.0,2026,fc-augsburg
294,294,Dimitrios Giannoulis,13,1995-10-17,30,Griechenland,178.0,links,2028-06-30,Norwich City,,Linker Verteidiger,3000000.0,2026,fc-augsburg
295,295,Mads Pedersen,3,1996-09-01,29,Dänemark,178.0,links,2027-06-30,FC Nordsjaelland,800000.0,Linker Verteidiger,800000.0,2026,fc-augsburg
296,296,Marius Wolf,27,1995-05-27,31,Deutschland,188.0,rechts,2027-06-30,Borussia Dortmund,,Rechter Verteidiger,2500000.0,2026,fc-augsburg
297,297,Kristijan Jakic,17,1997-05-14,29,Kroatien,181.0,rechts,2028-06-30,Eintracht Frankfurt,5000000.0,Defensives Mittelfeld,6000000.0,2026,fc-augsburg
298,298,Robin Fellhauer,19,1998-01-21,28,Deutschland,182.0,rechts,2029-06-30,SV 07 Elversberg,700000.0,Defensives Mittelfeld,3500000.0,2026,fc-augsburg
299,299,Yannik Keitel,14,2000-02-15,26,Deutschland,186.0,beidfüßig,2027-06-30,VfB Stuttgart,100000.0,Defensives Mittelfeld,2000000.0,2026,fc-augsburg
300,300,Tim Breithaupt,18,2002-02-07,24,Deutschland,192.0,rechts,2028-06-30,Karlsruher SC,2500000.0,Defensives Mittelfeld,800000.0,2026,fc-augsburg
301,301,Han-Noah Massengo,4,2001-07-07,25,Frankreich,178.0,rechts,2030-06-30,FC Burnley,3000000.0,Zentrales Mittelfeld,8000000.0,2026,fc-augsburg
302,302,Sima Suso,8,2005-05-28,21,Deutschland,190.0,links,2031-06-30,Fortuna Düsseldorf,1600000.0,Zentrales Mittelfeld,2800000.0,2026,fc-augsburg
303,303,Alexis Claude-Maurice,20,1998-06-06,28,Frankreich,176.0,rechts,2027-06-30,OGC Nizza,,Offensives Mittelfeld,15000000.0,2026,fc-augsburg
304,304,Fabian Rieder,32,2002-02-16,24,Schweiz,181.0,links,2030-06-30,FC Stade Rennes,7000000.0,Offensives Mittelfeld,12000000.0,2026,fc-augsburg
305,305,Mert Kömür,36,2005-07-17,21,Deutschland,184.0,beidfüßig,2029-06-30,FC Augsburg U19,,Offensives Mittelfeld,12000000.0,2026,fc-augsburg
306,306,Anton Kade,30,2004-01-17,22,Deutschland,185.0,rechts,2029-06-30,FC Basel 1893,2250000.0,Offensives Mittelfeld,10000000.0,2026,fc-augsburg
307,307,Nathanaël Mbuku,34,2002-03-16,24,DR Kongo,170.0,links,,Stade Reims,,Linksaußen,2000000.0,2026,fc-augsburg
308,308,Yusuf Kabadayi,,2004-02-02,22,Deutschland,186.0,rechts,2028-06-30,FC Bayern München II,900000.0,Linksaußen,1200000.0,2026,fc-augsburg
309,309,Faik Sakar,23,2008-01-14,18,Deutschland,178.0,rechts,2030-06-30,RB Leipzig U19,,Linksaußen,200000.0,2026,fc-augsburg
310,310,Rodrigo Ribeiro,9,2005-04-28,21,Portugal,186.0,rechts,2031-06-30,Sporting Lissabon B,5000000.0,Mittelstürmer,4000000.0,2026,fc-augsburg
311,311,Uchenna Ogundu,39,2006-05-12,20,Nigeria,180.0,rechts,2031-06-30,Alanyaspor,4500000.0,Mittelstürmer,4000000.0,2026,fc-augsburg
312,312,Michael Gregoritsch,11,1994-04-18,32,Österreich,193.0,links,2027-06-30,Bröndby IF,700000.0,Mittelstürmer,1500000.0,2026,fc-augsburg
313,313,Steve Mounié,15,1994-09-29,31,Benin,189.0,rechts,2027-06-30,Stade Brest 29,,Mittelstürmer,1500000.0,2026,fc-augsburg
314,314,Thomas Kastanaras,24,2003-01-09,23,Deutschland,186.0,,2027-06-30,VfB Stuttgart II,,Mittelstürmer,300000.0,2026,fc-augsburg
315,315,Karl Hein,1,2002-04-13,24,Estland,193.0,rechts,,FC Arsenal,3000000.0,Torwart,3000000.0,2026,sv-werder-bremen
316,316,Alexander Schlager,30,1996-02-01,30,Österreich,185.0,rechts,2029-06-30,FC Red Bull Salzburg,,Torwart,2000000.0,2026,sv-werder-bremen
